id	active	category	question	optionA	optionB	optionC	optionD	correctAnswer	learn	whyMatters	deepDive	imageRef	notes
49	YES	Risk	Which scenario represents the HIGHEST overall risk?	Sound tree over remote field	Decayed tree over unused storage area	Moderate defect over busy parking lot	Minor defect over main entrance	3	Risk combines likelihood AND consequence - minor defect over high-consequence target can equal higher total risk than major defect over low-consequence target	Risk assessment must weigh both axes. Very high consequence can elevate even low-likelihood scenarios to high priority	Risk matrix evaluation: EXTREME RISK - High likelihood + High consequence. Example: Advanced decay over occupied building. Action: Immediate.<br>HIGH RISK - Moderate/high likelihood + High consequence OR High likelihood + Moderate consequence. Examples: Moderate decay over parking lot OR Advanced decay over lawn. Action: Prompt.<br>MODERATE RISK - Lower likelihood + Moderate consequence OR Moderate likelihood + Low consequence.<br>ACCEPTABLE/LOW RISK - Low likelihood + Low consequence. Example: Sound tree over remote area.<br>Scenario analysis: SOUND tree over REMOTE field = LOW likelihood + LOW consequence = ACCEPTABLE RISK. No action needed. DECAYED tree over UNUSED storage = HIGH likelihood + LOW consequence = MODERATE RISK. Can monitor. MODERATE defect over BUSY PARKING = MODERATE likelihood + HIGH consequence = HIGH RISK. Prompt action needed. MINOR defect over MAIN ENTRANCE = LOW/MODERATE likelihood + VERY HIGH consequence (constant occupancy people) = HIGH RISK. Address proactively.<br>Why minor defect over entrance is highest: Consequence is VERY HIGH - people constantly present serious injury possible major liability. Even low likelihood becomes unacceptable when consequence extreme. Legal and moral duty of care requires action.<br>Management: May be more cost-effective to reduce consequence (relocate entrance redirect traffic) than remove tree if defect truly minor and you want to retain tree.		
50	YES	Assessment	Increment borer samples are MOST useful for:	Measuring exact decay boundaries	Determining residual wall thickness and presence of decay	Identifying all fungal species present	Creating complete internal map	1	Increment borers extract narrow core samples allowing measurement of sound wood shell thickness and detection of decay presence without felling tree	Minimally invasive targeted sampling. Can't map entire internal structure but excellent for measuring specific shell thickness or confirming suspected decay	Increment borer applications: SHELL THICKNESS MEASUREMENT - In hollow/suspected hollow trees bore from exterior to cavity measure sound shell thickness calculate t/R ratio determine if adequate for stability. Most important use for risk assessment.<br>DECAY DETECTION - Core shows presence of decay visual inspection color texture smell integrity. Can confirm suspected internal decay without tomography. Core characteristics: Decayed wood = discolored soft crumbly. Sound wood = normal color firm clean separation.<br>GROWTH RATE - Count rings measure ring width analyze growth patterns detect stress events (suppression release).<br>TREE DATING - Count rings to determine age useful for veteran trees historic specimens.<br>SPECIES CONFIRMATION - Wood structure can confirm species if foliage absent.<br>Technique: Select location without external defects knots. Bore perpendicular to stem. Advance slowly and steadily. Extract core intact if possible. Examine immediately - photograph measure document. Seal hole with wound sealant or leave open (no sealant may be better).<br>Core interpretation: HOLLOW trees - bore until resistance drops (cavity reached) measure distance equals shell thickness. SUSPECTED DECAY - bore through suspected zone look for discolored wood zones abrupt color changes. Compare to sound reference.<br>Limitations: ONLY samples one line - decay may exist elsewhere. Core can BREAK in cavity or decay zone giving false impression. SMALL sample size may miss pockets. CREATES potential entry point for pathogens.<br>Best practice: Multiple borings different radii and heights combine with tomography for complete picture.		
51	YES	Biomech	A tree with strong compensatory growth around a defect suggests:	The tree is actively failing	The tree is adapting to maintain strength	Decay is progressing rapidly	Immediate removal required	1	Compensatory growth (buttressing thickening reinforcement) shows the tree is actively responding to structural stress by adding wood where needed	Trees are dynamic self-optimizing structures. Compensatory growth indicates successful adaptation and ability to maintain stability despite defects	Compensatory growth patterns: RADIAL THICKENING - Stem diameter increases around defect area strengthening weak zone. Growth rings wider on loaded sides.<br>BUTTRESSING - Formation of ribs flanges or buttresses adjacent to defect transfers loads around weak area.<br>ADAPTIVE GROWTH RINGS - Eccentric growth putting more wood where stress is highest optimizing cross-section.<br>CALLUS FORMATION - Wound wood rolls forming around injuries attempting closure and reinforcement.<br>Biomechanical principle (Axiom of Uniform Stress): Trees add wood where stress is highest attempting to equalize stress distribution. Growth follows mechanical demand. Visible compensatory growth proves tree is RESPONDING to its structural situation.<br>Assessment implications: PRESENT compensatory growth = Tree has vigor and is actively managing its defect lower concern tree attempting stabilization. Defect likely long-standing and tree has adapted. May be monitorable. ABSENT compensatory growth on long-standing defect = Tree declining unable to respond OR defect developed too recently for response yet. Higher concern. Recent defect without compensation = Evaluate urgently may not be stable.<br>Examples: Buttress swelling around cavity opening shows tree reinforcing that area. Rib formation along crack line shows tree attempting to stabilize. Thickened stem below fork junction shows tree reinforcing weak union.<br>Management: Compensatory growth GOOD sign but doesn't eliminate risk. Still assess load capacity failure modes targets. Growth indicates tree trying but may not be sufficient - quantify adequacy.		
52	YES	Risk	The term 'target zone' in risk assessment refers to:	Area within the tree's root zone	Area where tree parts could land if they fail	The specific part of tree being assessed	The inspection boundary	1	Target zone is the area that could be impacted if the tree or part fails - defines which targets are at risk and helps determine consequence ratings	Also called fall zone impact zone or strike zone. Size depends on tree height defect location and failure mode anticipated	Target zone determination: WHOLE TREE FAILURE - Zone extends from base in all directions. Radius typically equals 1-1.5× tree height (trees rarely fall perfectly straight may pivot bounce roll).<br>STEM FAILURE - Zone extends from failure point downward/outward. Partial tree height.<br>BRANCH FAILURE - Zone underneath and around branch. Branch length determines extent.<br>FACTORS affecting zone size: Tree height (taller = larger zone). Canopy width (wider = larger lateral extent). Slope (downhill extent greater). Obstacles (adjacent trees may arrest fall). Wind direction (prevailing winds may bias failure direction).<br>Target zone mapping: Draw zone on site plan or aerial photo. Identify ALL targets within zone (buildings roads vehicles utilities people activity areas). Rate occupancy and value of each target. Determine highest-consequence target drives risk rating.<br>Risk scenarios: Tree failure with NO targets in zone = NO RISK regardless of likelihood. Tree with targets CONSTANTLY in zone = HIGH CONSEQUENCE even low likelihood creates risk. Seasonal targets - Pool area (summer) parking (winter) affect seasonal risk.<br>Management strategies: REMOVE tree if high-likelihood and high-consequence targets in zone. MODIFY zone - Barriers fencing redirect traffic close areas seasonally. REDUCE likelihood - Pruning cabling bracing reduce load. ACCEPTANCE - If consequences low and likelihood moderate may accept risk.<br>Target zone essential for: Prioritizing work - Focus on trees with highest-consequence targets in zone. Communication - Show clients/public where risk exists. Legal defensibility - Demonstrate you identified and evaluated relevant hazards.		
53	YES	Assessment	Aerial inspection using climbing arborists or aerial lifts is most necessary when:	Ground inspection is sufficient for all trees	Defects suspected at height or visual access is limited	Trees are too tall to assess	Only for timber quality evaluation	1	Aerial inspection allows close examination of upper stem scaffold branches unions and defects that cannot be seen adequately from ground	Ground-level inspection has limits - canopy defects hidden by foliage structural issues visible only up close. Aerial access provides complete assessment	When aerial inspection indicated: DEFECTS AT HEIGHT - Sporophores visible in canopy suggest decay present. Cracks visible from ground need close examination. Branch unions with included bark need inspection. Storm damage in crown requires assessment.<br>HIGH-VALUE/HIGH-RISK trees - Trees over critical targets warrant thorough assessment. Veteran/historic specimens deserve detailed evaluation. Trees with high removal cost justify inspection investment.<br>OBSCURED VIEW - Dense foliage blocks ground view of upper stem/branches. Adjacent trees obscure sight lines. Height/distance make ground assessment inadequate.<br>POST-STORM assessment - Evaluate hanging branches torn limbs crack extent. Determine retention vs removal.<br>Methods: CLIMBING ARBORIST - Access all parts of crown. Close tactile inspection (probe sound test unions). Most thorough but slowest. AERIAL LIFT - Faster than climbing better for large trees open sites. Limited by access reach obstacles. DRONE - Good for visual survey photographic documentation. Cannot probe or sound. Best for initial screening.<br>Inspection scope from aerial position: PROBE scaffold branch junctions for decay. SOUND hollow stems check shell thickness. EXAMINE crack extent direction propagation. ASSESS union strength included bark extent. EVALUATE adaptive growth compensatory patterns. PHOTOGRAPH document findings for report.<br>Documentation: Photos from aerial position showing defects. Measurements of crack lengths shell thickness. Detailed notes on findings.<br>Report integration: Combines ground assessment with aerial findings. Provides complete picture of structural condition. Justifies management recommendations.<br>Cost-benefit: Expensive but necessary for complete assessment of complex or high-value trees. May reveal hidden issues that change management decisions. Legal protection demonstrates thorough evaluation.		
54	YES	Biomech	Trees growing on slopes typically develop:	Symmetrical root systems	Asymmetric root plates with more development on downhill side	No buttressing patterns	Identical growth to flat-ground trees	1	Slope-grown trees develop asymmetric root systems with enhanced buttressing and root development on the downhill tension side to resist overturning	Gravity creates constant loading - tree must resist both bending moment and overturning forces. Root architecture reflects mechanical demands of sloped terrain	Biomechanics of trees on slopes: GRAVITATIONAL LOADING - Constant downslope force component. Tree stem under bending stress. Root plate under overturning moment.<br>STABILIZATION strategy - DOWNHILL side (tension) develops extensive root plate shallow spreading roots buttress roots resists uplift. UPHILL side (compression) develops fewer structural roots compression roots resists downslope sliding.<br>Root architecture patterns: DOWNHILL - Larger buttresses more pronounced ribs longer lateral roots heart-root system resistance to tension/uplift. UPHILL - Smaller buttresses deeper sinker roots compression resistance anchors against sliding.<br>Stem characteristics: Often slight lean downslope initially then curves upward. Reaction wood on downslope side (tension wood in broadleaves). Eccentric growth rings - wider on tension side.<br>Risk implications: UPHILL root zone damage VERY concerning - removes compression anchor tree can slide/topple downhill. DOWNHILL root zone damage less critical but still important.<br>Excavation concerns: Cut slope above tree = removes uphill support. Fill downslope = buries roots affects downhill anchorage.<br>Slope failure considerations: Trees may fail during heavy rain when soil saturates loses shear strength. Whole slope movement can take trees with it.<br>Assessment: Excavate to examine root architecture both sides. Check for soil movement signs cracks. Consider slope angle steeper = higher loads. Evaluate soil type cohesion shear strength.<br>Management: Avoid disturbing uphill root zone. Protect both sides but prioritize uphill. Consider slope stabilization if movement evident.<br>Recognize natural adaptation - asymmetry is NORMAL and GOOD on slopes not a defect.		
55	YES	Assessment	The purpose of a decay detection drill (smaller than resistograph) is to:	Create drainage holes	Quickly probe multiple locations for presence of decay	Measure exact cavity size	Replace visual assessment	1	Small decay detection drills (like Shigometer or IML Resi) allow rapid probing of multiple points to detect presence and approximate extent of decay	Less sophisticated than resistograph but faster and cheaper. Useful for initial screening before investing in detailed testing. Helps target resistograph or tomography locations	Decay detection drill characteristics: SIMPLE DESIGN - Small diameter bit (2-4mm) hand-powered or electric. Drilling resistance felt by operator.<br>SPEED - Quick to use multiple probes possible in minutes.<br>COST - Inexpensive compared to resistograph/tomography.<br>Technique: Drill perpendicular into suspected decay zone. Feel resistance as you advance. Sound wood = consistent firm resistance. Decayed wood = reduced resistance soft crumbly feel. Cavity = sudden loss of resistance drill advances freely. Note depth where resistance changes.<br>Applications: SCREENING survey - Probe multiple trees quickly identify which need detailed assessment. TARGETING - Determine decay extent before using expensive tools locate decay boundaries guide resistograph/tomography placement. CONFIRMATION - Verify suspected decay from visual symptoms or previous testing. PROGRESS monitoring - Re-probe to check if decay advancing over time.<br>Interpretation: Presence/absence detection only - not quantitative. Approximate depth - measure how far drill penetrated before decay found. Pattern - probe multiple locations to map extent.<br>Limitations: SUBJECTIVE - Operator feel not measured data. SMALL diameter - May miss small decay pockets. NO PERMANENT RECORD - Unlike resistograph no graph to review or share. CREATES HOLES - Many small wounds vs few resistograph holes.<br>Best practice: Use for initial survey and targeting. Follow up positive findings with resistograph or tomography for quantification. Document locations and findings. Multiple probes around circumference at suspected defect height.<br>Shigometer note: Early electronic version measured electrical resistance related to moisture/decay but interpretation challenging. Modern tools often simpler mechanical drills.		
56	YES	Risk	Residual Risk after implementing risk reduction measures is:	Always eliminated completely	The risk remaining after mitigation efforts	Higher than original risk	Irrelevant once work is done	1	Residual risk is what remains after you've taken action - no mitigation makes risk zero so some level always remains	Risk management aims to reduce risk to acceptable levels not eliminate it entirely. Understanding residual risk helps determine if additional measures needed	Risk mitigation example: ORIGINAL RISK - Large decayed tree over parking lot. High likelihood of limb failure × High consequence = EXTREME RISK.<br>MITIGATION - Crown reduction removes large limbs over target reduces weight and load.<br>RESIDUAL RISK - Tree still present still some decay but reduced loading reduced consequence (smaller parts could fall). Perhaps HIGH or MODERATE risk remaining.<br>Evaluation: Is RESIDUAL RISK ACCEPTABLE? If yes - retain tree with reduced risk. If no - Additional measures needed (more pruning removal target relocation barriers).<br>Common mitigation strategies and residual risk: PRUNING - Reduces load and consequence (smaller failures) but doesn't eliminate decay or improve root plate. RESIDUAL = Stem failure possible. CABLING - Reduces movement and likelihood of union failure but cable can fail and decay may progress. RESIDUAL = Hardware failure or progressive decay. REMOVAL OF DEFECTIVE PARTS - Eliminates specific hazard but rest of tree remains. RESIDUAL = Other parts may fail. TARGET MODIFICATION - Eliminates or reduces consequence but tree unchanged. RESIDUAL = Tree still defective but consequences minimal. REMOVAL - Eliminates tree hazard. RESIDUAL = Stump sprouts may develop work hazards during removal.<br>Acceptance criteria: EXTREME residual risk = unacceptable require additional action. HIGH residual risk = case-by-case tolerable if targets low-value or alternative infeasible. MODERATE/LOW residual risk = generally acceptable.<br>Documentation: State original risk mitigation performed residual risk assessment residual risk acceptability. Shows due diligence.<br>Re-assessment: Residual risk can INCREASE over time as conditions change - Decay progresses. Loading increases (crown grows). Targets change (new building). Monitor and reassess periodically.<br>Legal considerations: Demonstrates you took action and evaluated effectiveness. Defensible if incident occurs and residual risk was deemed acceptable.		
57	YES	Biomech	The structural advantage of taper (stem thicker at base than top) is:	Aesthetic appearance only	Optimizes stress distribution and resists bending/buckling	Allows easier climbing	Improves water transport	1	Taper maintains more uniform stress from base to top - material is distributed where bending moment is greatest (at base) preventing overstress and buckling	Trees optimize structure using minimal material. Taper is mechanically efficient design distributing wood where needed most	Taper biomechanics: BENDING MOMENT - Increases from top (zero) to base (maximum due to lever arm of crown mass and height).<br>OPTIMAL DESIGN - Diameter increases proportionally to resist increasing bending stress. Result = More uniform stress throughout height.<br>Why taper matters: PREVENTS BUCKLING - Slender parallel columns buckle. Taper adds basal stability. MATERIAL EFFICIENCY - Puts wood where loads highest. Saves resources at top where loads minimal. FAILURE RESISTANCE - If all parts equally stressed then no weak point. Without taper base overstressed top wasteful.<br>Assessment of taper: GOOD TAPER - Gradual increase from top to base smooth transition visually tree-form. POOR TAPER - Parallel stem (same diameter throughout) indicates weak design. Sudden changes - Abrupt narrowing may indicate stress point.<br>Loss of taper concerns: CANOPY REDUCTION - Reduces top loading but base unchanged may be over-designed OR base decay means taper loss is DANGEROUS. STEM GIRDLING - Constriction prevents diameter growth above loses taper becomes vulnerable. HISTORIC POLLARDING - Bolling (swollen base) with thin regrowth lacks taper.<br>Recognition of poor taper: Tree same width top to bottom. Stem looks like pole or column. Often in suppressed trees that grew up in competition then released. Urban trees over-pruned or topped historically.<br>Risk implications: Loss of taper = Increased buckling risk especially in wind. Vulnerable to stem snap at narrowest point. Combined with decay may be critical.<br>Natural optimization: Trees add more diameter where most needed following constant stress principle. Taper is visible evidence of successful optimization.		
58	YES	Risk	When multiple trees pose risk the priority for mitigation should be based on:	Age of trees oldest first	Height of trees tallest first	Overall risk rating highest risk first	Cost of work cheapest first	2	Prioritization must be risk-based - address highest risk (likelihood × consequence) situations first to maximize safety benefit and efficient resource use	Risk-based prioritization ensures limited resources go to greatest hazards. Age height or cost are not primary factors - risk level determines urgency	Priority framework: EXTREME RISK - Immediate action required within days. High likelihood + High consequence. Example: Broken branch hung over entrance. Action: Immediate barriers closure emergency work.<br>HIGH RISK - Prompt action within weeks to few months. Moderate/high likelihood + High consequence OR High likelihood + Moderate consequence. Action: Schedule soon don't delay beyond current season.<br>MODERATE RISK - Planned action within 1-2 years. Lower likelihood + Moderate consequence OR Moderate likelihood + Lower consequence. Action: Include in normal work cycle budget for upcoming season.<br>LOW RISK - Routine monitoring acceptable. Low likelihood + Low consequence. Action: Monitor during regular inspections manage when convenient.<br>Example priority scenario: Tree A - Sound tree over playground (low likelihood + extreme consequence) = HIGH RISK. Tree B - Advanced decay over storage (high likelihood + low consequence) = MODERATE RISK. Tree C - Broken limb over entrance (imminent + high consequence) = EXTREME RISK. Tree D - Minor defect in remote area (low + low) = LOW RISK. Correct priority: C (extreme) then A (high) then B (moderate) then D (low).<br>Why not age/height/cost: Old trees may be LOW risk if sound and targets minimal. Young trees may be HIGH risk if defective over critical targets. Tall trees remote location = low risk. Short trees over entrance = high risk. Expensive work on low-risk tree wastes resources. Cheap work on high-risk tree is great value.<br>Resource allocation: Limited budget = Address extreme and high risk first accept moderate/low. Unlimited budget = Still address by priority for efficiency and safety.<br>Documentation: Priority list with risk ratings justifies decisions. Shows systematic approach. Legal protection if incident occurs on lower-priority tree.<br>Re-prioritization: Conditions change - reassess periodically. Storm damage may elevate previously low-risk trees. Target changes (new building) may elevate tree risk.		
59	YES	Assessment	A fractometer test measures:	Soil pH levels	Wood strength by breaking a core sample	Tree height precisely	Root distribution	1	Fractometer measures bending strength of increment core samples by applying load until core fractures - indicates wood strength and decay extent	Quantifies wood mechanical properties. Healthy wood breaks at higher load than decayed wood. Provides objective strength data for assessment	Fractometer methodology: Extract increment core using increment borer. Place core in fractometer device (small hand-held unit). Apply gradually increasing bending force. Measure load at fracture.<br>Output: Force required to break core (Newtons or pounds). Compare to species-typical values.<br>Interpretation: HIGH fracture load (above species normal) = Sound wood good strength. MEDIUM fracture load (species typical) = Normal wood. LOW fracture load (well below typical) = Decayed or weakened wood compromised strength. VERY LOW (fraction of normal) = Advanced decay little residual strength.<br>Applications: DECAY EXTENT - Cores from decay zone test strength quantify severity. Compare sound vs suspicious wood. RESIDUAL STRENGTH - In trees with known decay determine if remaining shell adequate. Combine with shell thickness for section modulus calculations. COMPARATIVE - Test multiple radii or heights map strength distribution. PROGRESS MONITORING - Re-test over time to check decay progression.<br>Species considerations: Must compare to SPECIES-TYPICAL values - oak breaks at different load than willow. Reference databases exist or establish baseline from sound reference trees.<br>Advantages: QUANTITATIVE - Objective numeric data not subjective. EVIDENCE - Provides supporting data for reports and recommendations. SIMPLE - Easy to use in field with cores.<br>Limitations: SMALL SAMPLE - Only tests the core extracted may not represent whole. CORE QUALITY - Broken/damaged cores give false readings must be intact. MOISTURE DEPENDENT - Wet wood tests weaker dry harder must note conditions. NOT UNIVERSAL - Doesn't replace assessment just adds quantitative component.<br>Best practice: Combine with visual assessment tomography resistograph. Test sound wood for baseline compare to suspect areas. Document fracture loads conditions species. Use to support conclusions not as sole determinant.		
60	YES	Biomech	Included bark in a union is structurally weak because:	It looks unsightly	Bark cannot form strong connections like wood	It indicates decay is present	The union is too wide	1	Bark between stems prevents fusion of wood - creates slip plane with no structural connection or interlocking wood fibers	Strong unions have intergrown wood tissue. Included bark keeps stems separate resulting in weak attachment prone to splitting under load	Included bark mechanics: NORMAL UNION - Stems join early branch bark ridge narrow wood fuses across junction creating continuous tissue strong connection.<br>INCLUDED BARK UNION - Stems remain separate bark trapped between no wood fusion bark acts as slip plane weak attachment.<br>Why bark can't bond: Bark is dead tissue outer protective layer. Wood bonds to wood through living cambium creating interlocking cells. Bark-to-bark contact creates NO BOND just touching surfaces.<br>Visual identification: NARROW ANGLE between stems (less than 45° often less than 30°). BARK RIDGE raised elongated pointing INTO union (not out like normal). SEAM visible where stems meet bark visible in crack. SOMETIMES hidden - Stems appear joined but bark embedded internally.<br>Failure mechanics: Union loaded (wind weight) stems try to spread apart. Bark provides NO tensile resistance just friction. Load exceeds friction and stems separate. Failure occurs along bark plane clean split.<br>Progressive development: Union starts weak. Loading causes slight movement. Bark ridge extends deeper over time. Eventually full separation occurs sudden catastrophic failure.<br>Risk factors increasing failure likelihood: HEAVY LOADS - Large co-dominant stems equal mass and high loads on union. ASYMMETRIC - One stem much larger or different crown causes uneven loading. FORK ANGLE - Narrower angle (more acute) equals higher stress concentration. LENGTH - Long union (extended along stem) may share loads better than short.<br>Assessment: Visual inspection for bark ridge configuration. Probe with thin blade - if penetrates deeply bark included. Compare stem diameters - 1:1 ratio concerning. Check for movement cracks progressive opening. Consider loading - wind exposure sail area.<br>Management options: REDUCTION - Remove or reduce subordinate stem reduces load on union. CABLING - Install cable above union limits movement shares load. May slow progressive failure. WARNING: Doesn't fix weakness cable can fail. REMOVAL - If high-value target and clear weakness removal safest. MONITOR - If low consequence targets document and observe.<br>Prevention: Prune to establish dominance early maintain 2:1 ratio. Remove co-dominants with narrow angles while small.		
61	YES	Risk	The likelihood of a tree failure occurring within a stated time frame is affected most by:	The tree species only	Both tree condition and environmental loading	Target proximity	Property value	1	Likelihood combines tree's structural condition (resistance) and loading environment (wind exposure site weather extremes) both are essential to predict failure probability	A weak tree in sheltered site may be lower likelihood than sound tree in severe exposure. Both intrinsic and extrinsic factors determine failure probability	Components of failure likelihood: TREE CONDITION (Resistance factors) - Defects present decay extent cavity size crack severity. Structural form taper buttressing fork angles. Root plate integrity anchorage. Overall vigor health adaptive growth. Species characteristics wood strength brittleness.<br>ENVIRONMENTAL LOADING (Load factors) - Wind exposure site shelter topography wind speeds. Typical weather patterns storm frequency. Snow/ice loading in relevant climates. Soil conditions (wet = reduced anchorage). Dynamic loads (vehicle impact).<br>Interaction: STRONG TREE + LOW LOADING = Very low likelihood (sound tree sheltered site). WEAK TREE + LOW LOADING = Low-moderate likelihood (may survive despite defects). STRONG TREE + HIGH LOADING = Low-moderate likelihood (may still fail under extreme loads). WEAK TREE + HIGH LOADING = High-very high likelihood (both factors adverse).<br>Assessment process: Evaluate TREE - conduct VTA resistograph tomography as needed. Evaluate SITE - wind exposure topography shelter soil. Consider CLIMATE - typical and extreme weather. Integrate both = likelihood rating (imminent probable possible improbable).<br>Common mistakes: Assessing tree only without considering loading environment. Assuming all sound trees are low likelihood (exposed sites increase risk). Ignoring site-specific factors (microclimate local weather patterns).<br>Time frame consideration: Likelihood given for specific period (1 year typically). Longer time frames increase likelihood (decay progresses weather extremes likely). Shorter time frames decrease likelihood (unless imminent failure).<br>Example: Moderate decay + moderate exposure = possible failure in 1 year moderate likelihood. Same tree + 5 years = probable failure higher likelihood as decay advances.<br>Management implications: Can reduce likelihood by reducing LOAD (prune remove targets) OR improving CONDITION (stabilize monitor). Can't easily change wind exposure but can modify tree to reduce sail area.'		
62	YES	Assessment	Root collar excavation is primarily used to:	Improve drainage	Expose and inspect root flare and basal roots	Remove competing vegetation	Apply fertilizer	1	Root collar excavation uses air tools or water to expose root flare and structural roots for inspection of girdling roots decay damage and overall root plate condition	Non-destructive inspection of normally hidden critical root zone. Reveals problems invisible from surface like girdling roots root decay poor architecture	Root collar excavation methods: AIR SPADE - Supersonic air jet (120+ psi) loosens soil without damaging roots. Preferred method safest for roots.<br>WATER JET - High-pressure water excavates soil. Effective but may damage fine roots more than air.<br>MANUAL - Careful hand excavation around base. Slow but works for small areas.<br>Indications for excavation: SUSPECTED GIRDLING ROOTS - Poor crown vigor lean base swelling. Stem emerging straight from ground without flare. Recent transplants or nursery stock. DECAY ASSESSMENT - Confirm extent of root collar decay. Inspect root plate integrity after storm damage. Follow fungal sporophores to source. ARCHITECTURAL ANALYSIS - Evaluate root plate development on slopes or problem soils. Determine root distribution before construction. DECLINE DIAGNOSIS - Tree declining no obvious cause check for buried roots stem girdling roots root rot.<br>Procedure: Clear vegetation mulch from base. Begin 2-3 feet from stem work inward. Excavate to expose root flare and major structural roots (top 12-18 inches typically). INSPECT - Root distribution symmetry. Girdling or circling roots. Decay cankers wounds. Proper flare development. Depth - should see WHERE roots emerge from trunk. DOCUMENT - Photos measurements notes. Replace soil after inspection or leave exposed if girdling roots removed.<br>Findings interpretation: PROPER FLARE - Wide buttressed base clear transition from stem to roots roots radiating outward. BURIED - Stem straight into soil no visible flare roots emerge below grade. Usually planted too deep or soil added. GIRDLING ROOTS - Root(s) crossing stem or other roots causing constriction. Remove if possible. DECAY - Soft wood fungal presence cavities in root collar. POOR ARCHITECTURE - All roots on one side kinked roots poor distribution.<br>Actions after excavation: Remove girdling roots if feasible. Correct planting depth if buried (leave exposed or remove excess soil). Monitor decay if found (may require treatment or removal decision). Document for future reference.<br>Benefits: Reveals critical hidden problems. Many tree failures start in root zone inspection essential. Can guide management (pruning removal protection). Can improve tree condition if problems corrected (girdling roots removed proper depth restored).		
63	YES	Biomech	A tree with significant lean but well-developed buttressing on the tension side and no recent movement is:	At imminent failure risk	Likely stable and adapted to the lean	Losing its root plate	Requiring immediate removal	1	Long-established leans with visible adaptive growth (buttressing reaction wood eccentric rings) show successful adaptation tree has remodeled to accommodate loading	Leaning trees without adaptive growth are concerning. Leaning trees WITH compensation are generally stable barring additional stress or damage	Adaptive lean characteristics: BUTTRESS DEVELOPMENT - Enhanced root buttressing on tension side (usually downhill). Larger diameter buttresses flanges ribs.<br>ROOT ARCHITECTURE - Deeper more extensive roots on tension side resist uplift. Compression roots on opposite side resist sliding.<br>STEM GROWTH - Reaction wood (tension wood in broadleaves) on tension side pulls stem. Eccentric growth rings wider on loaded sides.<br>STABLE LEAN ANGLE - No increase in lean over time (compare to old photos records).<br>CROWN REORIENTATION - Leader curves upward crown compensates for lean.<br>Signs of ADAPTED vs FAILING lean: ADAPTED (Lower risk) - Gradual long-standing lean. Visible buttressing and compensatory growth. No soil cracks or root plate movement. Healthy crown. Historical photos show same angle. FAILING (High risk) - Recent lean increase. NO buttressing or compensation visible. Soil cracks root plate lifting. Declining crown. Recent storm wind event caused change.<br>Assessment protocol: DOCUMENT current lean angle (clinometer baseline photos). CHECK for adaptive growth (buttress quality eccentric rings reaction wood). INVESTIGATE root plate (probe for movement excavate if necessary). COMPARE to historical - old photos previous reports. TEST for movement (push tree feel for rocking pulling test if warranted). EVALUATE loading (wind exposure soil conditions crown weight).<br>Management of adapted leans: MONITOR - Periodic inspection photos measure lean angle. Watch for changes. ACCEPT - If low-consequence targets and stable adaptation lean is not automatic problem. PROTECT root zone - Essential maintain buttressing prevent root damage. REDUCE load IF concerned - Crown prune reduce sail area but maintain health. REMOVE - If high targets or concern about stability despite adaptation.<br>Historical context: Many veteran trees have significant leans with centuries of stability. Lean is NORMAL for many trees not inherently bad. Failure risk depends on ADAPTATION not lean angle alone.<br>Urban considerations: Lean toward targets more concerning. Public perception (looks scary) may drive management even if structurally sound. Document and explain adaptation to clients.		
64	YES	Risk	A tree risk assessment should be updated when:	Every single year regardless of conditions	Site conditions targets or tree condition changes significantly	Never once completed	Only if the tree is removed	1	Risk assessments are point-in-time evaluations - re-assessment needed when conditions change that affect likelihood or consequence ratings	Trees are dynamic conditions change. Targets change. Site changes. Risk is not static so assessment must be updated as warranted	Triggers for re-assessment: TREE CONDITION CHANGES - Storm damage (broken branches cracks). Disease or pest infestation observed. Sudden decline in crown condition. New sporophores or visible decay. Crown work performed (pruning structural change).<br>SIGNIFICANT TIME - Even without apparent change re-assess every 2-5 years. Decay progresses defects develop over time. Longer for young healthy trees shorter for declining or defective. After extreme weather events.<br>TARGET CHANGES - New construction buildings roads. Changed use patterns (new playground parking). Increased occupancy (busy area). Removal or addition of nearby targets.<br>SITE CHANGES - Adjacent tree removal increases wind exposure. Soil grade changes root damage. Drainage changes affecting soil. Construction in root zone. New stressors nearby.<br>Standard re-assessment intervals: HIGH-RISK trees - Annually or after major storms. Priority monitoring. MODERATE-RISK trees - Every 2-3 years unless changes observed. LOW-RISK trees - Every 3-5 years routine monitoring sufficient. VETERAN/HIGH-VALUE trees - More frequent regardless of risk due to value.<br>Post-mitigation assessment: After pruning cabling or other work - reassess to document residual risk. Verify mitigation achieved intended risk reduction. Determine if additional measures needed.<br>Documentation: Previous assessment provides baseline. New assessment notes changes progression. Dates of all assessments tracked. Shows ongoing monitoring and due diligence.<br>Legal considerations: Current assessment demonstrates awareness of conditions. Old outdated assessment may be worse than none if conditions changed. Regular re-assessment shows professional standard of care. Incident occurs - documented monitoring history provides defense.<br>Red flags requiring immediate re-assessment: Sudden lean development or increase. Soil cracks around base. Crown decline or dieback. Fungal sporophores appearing. Storm damage however minor. Root zone disturbance. Change in targets especially increased risk.<br>Flexibility: Not every tree needs annual assessment. Risk-based frequency - highest risk monitored most closely. Professional judgment on appropriate intervals.		
